Temperature_C,Time_hours,pH,Enzyme_mL,Substrate_gL,Inoculum_mL,Biofuel_Yield_gL
35.1,61.9,5.42,17.0,184.9,5.0,5.0
30.2,81.8,5.49,13.3,58.5,5.0,5.0
35.0,47.8,5.58,10.0,112.4,5.0,5.0
33.3,37.1,5.22,11.7,130.5,5.6,5.0
33.8,40.4,5.13,10.0,84.9,5.0,5.0
38.6,54.6,5.45,18.6,127.5,7.6,5.0
31.9,32.1,5.36,19.3,182.9,10.6,7.5
37.0,42.5,5.33,21.7,180.0,5.0,5.0
34.3,42.2,5.41,34.4,191.0,5.0,5.0
34.3,96.0,5.52,17.8,122.6,5.0,5.0
37.0,24.0,5.53,18.9,111.6,8.3,5.0
35.9,49.9,5.28,16.3,149.9,5.0,5.0
36.4,96.0,5.22,16.6,112.5,8.1,5.0
37.4,58.0,5.06,10.0,56.3,5.0,5.0
34.2,79.6,5.09,19.7,158.0,14.3,12.23
33.5,57.4,5.32,13.6,92.1,8.1,5.0
32.3,39.1,5.28,10.0,57.4,11.3,5.0
32.9,24.0,5.4,10.2,53.1,11.4,5.0
40.0,60.5,5.12,26.5,189.7,5.0,5.0
38.1,37.0,5.25,11.9,87.8,6.8,5.0
31.6,36.6,5.17,21.8,117.2,10.3,5.0
31.7,42.5,5.08,31.0,192.6,7.8,5.91
36.2,96.0,5.55,16.4,120.1,5.0,5.0
36.4,96.0,5.62,10.0,61.8,5.0,5.0
36.4,60.9,5.09,26.6,132.8,5.0,5.0
34.4,43.3,5.33,10.0,63.2,5.0,5.0
34.7,30.3,5.54,12.8,64.3,14.7,5.0
35.8,69.0,5.77,18.7,177.7,14.3,5.0
35.2,96.0,5.36,18.6,93.4,5.0,5.0
30.0,48.2,5.13,27.8,151.8,5.8,5.0
34.4,24.0,5.68,10.0,126.3,5.0,5.0
32.9,76.3,5.12,14.7,83.3,7.2,5.0
35.4,89.4,5.41,21.0,127.7,5.0,5.0
40.0,24.7,5.79,12.6,60.3,5.0,5.0
35.9,59.6,5.06,17.1,102.1,15.7,11.41
34.2,68.4,5.38,14.5,128.4,7.0,5.0
37.3,52.6,5.37,11.6,84.3,10.1,5.0
36.2,36.8,5.89,30.7,149.0,8.8,5.0
36.1,90.7,5.57,10.0,57.8,6.6,5.0
36.5,44.6,5.65,20.0,122.7,5.0,5.0
40.0,26.0,5.65,29.3,157.2,5.0,5.0
32.2,24.0,5.7,12.2,114.5,5.0,5.0
36.2,96.0,5.4,20.1,181.2,5.0,5.0
32.7,74.3,5.69,15.4,144.8,5.0,5.0
36.4,57.1,5.36,31.0,193.8,5.9,5.0
32.7,43.8,5.07,10.0,92.6,5.0,5.0
34.0,41.9,5.87,27.9,190.8,14.8,5.0
34.3,31.9,5.74,28.0,141.0,5.4,5.0
37.4,44.0,5.78,24.0,161.8,5.0,5.0
37.3,24.0,5.59,23.9,185.3,7.3,5.0
31.9,37.8,5.89,20.5,132.7,7.6,5.0
35.1,46.7,5.55,26.6,179.3,11.7,9.2
33.2,74.1,5.89,22.0,131.3,6.0,5.0
31.9,53.5,5.6,29.1,139.9,8.5,5.0
34.5,81.2,5.72,19.5,116.8,5.5,5.0
34.2,96.0,5.44,20.9,71.8,5.0,5.0
40.0,92.7,5.67,22.2,133.0,9.6,5.0
36.1,69.1,5.32,25.7,196.6,5.0,5.0
31.6,54.9,5.68,36.7,168.1,8.6,5.15
33.6,33.4,5.57,23.7,162.1,5.0,5.0
37.6,79.0,5.75,16.7,146.5,11.8,5.0
40.0,96.0,5.7,26.9,102.2,5.0,5.0
31.0,64.8,5.48,10.0,75.4,5.0,5.0
30.3,96.0,5.63,10.0,83.7,5.0,5.0
39.7,25.5,5.46,10.0,50.9,5.4,5.0
36.0,30.7,5.35,23.5,151.0,5.5,5.0
32.8,83.7,5.4,30.4,171.8,17.0,20.38
36.3,62.3,5.22,10.0,90.3,10.2,5.0
30.0,96.0,5.45,14.2,63.8,5.0,5.0
35.0,54.2,5.61,12.3,100.4,6.4,5.0
35.8,35.4,5.1,12.0,93.8,5.0,5.0
37.3,49.1,5.7,26.2,117.6,5.0,5.0
32.5,25.4,5.33,14.5,89.6,5.0,5.0
35.2,31.1,5.58,17.4,101.0,5.0,5.0
32.7,88.8,5.45,27.7,186.1,5.5,5.0
35.6,84.5,5.55,18.9,100.2,5.0,5.0
32.8,65.5,4.9,33.3,167.8,5.0,5.0
34.0,24.0,5.43,10.0,143.9,5.0,5.0
32.5,45.6,5.55,20.5,100.6,5.4,5.0
36.6,29.6,5.63,33.6,172.7,9.0,5.0
37.1,96.0,5.54,23.4,139.3,5.0,5.0
34.4,40.8,5.65,10.0,51.3,7.2,5.0
35.1,31.7,4.91,10.0,60.3,16.0,5.0
31.4,55.4,5.31,36.2,162.9,5.0,5.0
34.3,39.6,5.78,13.0,117.0,5.5,5.0
34.9,96.0,5.45,24.2,110.8,13.9,13.86
40.0,37.8,5.32,12.7,71.9,5.3,5.0
32.2,27.1,5.46,21.3,73.6,5.0,5.0
38.7,24.0,5.4,23.9,169.7,5.0,5.0
37.5,53.8,5.59,18.1,174.4,13.4,7.34
35.7,41.2,5.67,20.1,134.0,14.3,6.71
39.4,26.7,5.47,10.0,94.3,9.4,5.0
35.9,96.0,5.5,40.0,189.9,7.7,6.94
36.0,76.2,5.28,24.7,143.6,5.0,5.0
34.9,53.8,5.45,29.3,169.5,5.0,5.0
38.1,96.0,5.55,11.5,50.5,5.0,5.0
37.7,76.0,5.13,14.2,117.5,5.0,5.0
33.4,36.2,5.41,26.4,180.6,8.1,5.0
31.7,32.5,5.63,15.7,100.7,5.0,5.0
34.5,82.2,5.83,33.6,159.0,8.0,5.0
33.0,66.6,5.69,16.5,148.7,5.0,5.0
34.8,59.4,5.7,10.0,72.8,5.0,5.0
38.1,35.8,5.01,23.1,166.2,5.0,5.0
33.9,74.0,5.69,10.0,66.9,12.2,5.0
34.9,37.4,5.55,16.6,159.2,8.3,5.0
35.1,51.9,5.31,16.3,198.6,5.4,5.0
37.1,96.0,5.49,19.9,193.7,11.3,10.81
30.0,39.2,5.53,31.0,170.0,5.0,5.0
33.5,24.9,5.33,19.5,130.2,11.3,5.0
35.5,32.3,5.75,26.9,151.2,5.0,5.0
38.0,89.8,5.58,21.0,159.2,6.7,5.0
33.8,62.0,5.44,10.0,51.3,5.0,5.0
30.3,51.2,5.66,17.9,65.4,6.0,5.0
36.5,42.3,5.43,28.7,139.6,5.0,5.0
33.4,69.6,5.47,12.4,51.0,5.0,5.0
32.0,35.7,5.05,29.0,186.3,12.0,9.07
33.4,63.6,5.69,21.1,123.4,11.1,5.0
34.5,37.9,4.96,15.2,88.7,10.9,5.0
33.5,34.9,5.71,15.5,109.1,13.4,5.0
30.0,39.7,5.29,24.6,177.6,5.0,5.0
37.2,45.3,5.43,34.0,189.1,5.3,5.0
38.2,53.3,4.94,10.0,67.4,5.0,5.0
36.6,61.4,5.28,32.4,166.7,5.6,6.49
32.2,24.0,5.65,19.1,136.7,17.8,5.0
34.5,36.5,5.3,14.1,137.8,7.8,5.0
35.0,44.9,5.49,22.3,166.9,5.0,5.0
36.5,96.0,5.53,10.0,83.4,5.0,5.0
36.7,31.8,5.65,16.6,129.7,5.0,5.0
33.2,59.2,5.7,11.7,97.9,5.0,5.0
35.2,96.0,5.72,10.0,64.2,5.9,5.0
36.1,28.3,5.23,10.0,65.8,5.0,5.0
38.6,66.5,5.64,10.2,70.5,6.2,5.0
36.8,36.6,5.82,25.2,142.2,5.0,5.0
37.0,42.4,5.21,10.0,65.9,5.7,5.0
35.2,36.5,5.33,22.0,135.5,5.0,5.0
38.5,37.9,5.4,20.8,138.2,5.0,5.0
36.0,96.0,5.41,30.5,185.6,5.3,5.0
32.8,83.3,5.3,21.8,144.0,5.0,5.0
38.5,94.7,5.44,26.4,197.8,8.4,7.23
36.7,69.8,5.41,10.0,54.6,8.3,5.0
33.9,24.5,5.17,24.4,155.6,5.8,5.0
33.8,66.5,5.64,14.5,54.0,10.8,5.0
35.7,93.4,5.11,22.8,159.4,5.0,5.0
36.2,35.6,5.47,12.7,107.9,5.0,5.0
35.5,88.5,5.29,20.0,141.7,5.0,5.0
35.8,77.6,5.48,11.7,96.4,6.1,5.0
39.2,96.0,5.34,10.0,73.9,5.0,5.0
37.7,44.3,5.47,16.6,158.5,5.0,5.0
35.5,31.5,5.61,26.6,185.7,5.0,5.0
37.4,45.6,5.48,12.8,77.5,5.0,5.0
32.4,96.0,5.22,22.8,188.1,5.0,5.0
36.0,24.0,5.07,10.0,71.0,5.0,5.0
39.5,24.0,5.33,19.3,160.3,5.0,5.0
34.5,57.1,5.75,22.2,193.9,6.0,5.0
32.9,43.8,5.36,10.0,72.1,5.0,5.0
33.4,54.8,5.08,16.3,115.3,7.2,5.0
32.3,87.6,5.5,10.0,100.6,5.0,5.0
33.0,41.4,5.53,15.6,108.3,12.8,6.07
34.1,24.0,5.62,20.9,163.0,5.0,5.0
31.5,96.0,5.59,17.7,149.2,10.8,5.0
35.0,33.2,5.02,31.2,195.3,6.3,5.0
37.3,32.2,5.38,10.0,77.8,7.1,5.0
32.7,94.8,4.99,17.4,131.5,5.0,5.0
38.8,45.0,5.4,24.1,117.4,11.6,10.84
36.3,52.9,5.41,23.6,187.8,8.1,6.07
37.6,69.5,5.49,15.6,51.6,18.5,10.35
33.4,93.9,5.48,28.0,198.4,5.6,5.0
37.1,46.2,5.62,12.6,122.0,9.6,5.0
32.3,96.0,5.75,18.8,143.8,8.9,5.0
37.2,24.0,5.57,15.9,104.0,8.5,5.0
35.4,79.8,5.49,33.0,177.9,8.1,6.71
36.4,35.9,5.47,24.1,134.3,5.0,5.0
32.1,96.0,5.55,22.7,149.4,5.4,5.0
32.8,58.6,5.43,28.4,147.3,5.0,5.0
36.5,39.0,5.58,10.0,104.6,6.2,5.0
32.6,76.1,5.38,10.5,61.4,6.7,5.0
36.2,85.3,5.71,27.2,171.2,5.0,5.0
31.6,75.3,5.34,15.6,93.5,5.0,5.0
37.1,32.6,5.38,18.6,177.3,5.0,5.0
31.9,42.9,5.42,16.1,141.3,5.0,5.0
36.4,54.5,5.16,14.6,103.1,5.0,5.0
36.6,53.5,5.08,26.4,139.1,6.6,5.0
33.3,79.4,5.08,31.6,146.8,5.0,5.0
36.5,24.0,5.55,20.1,156.0,8.4,5.0
35.7,64.5,5.08,19.5,173.4,5.0,5.0
33.7,47.2,5.67,15.2,74.0,7.1,5.0
32.5,35.9,5.47,40.0,191.6,5.0,5.0
30.1,37.7,5.52,22.3,111.6,5.0,5.0
35.9,49.0,5.57,23.1,179.1,6.1,5.0
31.1,24.0,5.53,26.8,83.1,5.3,5.0
35.2,38.4,5.61,11.6,54.4,5.0,5.0
34.3,35.2,5.52,16.4,136.0,5.0,5.0
36.7,71.3,5.62,24.5,98.7,5.0,5.0
34.2,36.5,5.0,25.3,197.7,8.0,5.0
34.2,49.0,5.68,10.0,65.7,5.4,5.0
36.8,96.0,5.13,12.2,57.1,5.0,5.0
35.8,89.8,5.51,10.0,56.8,9.0,5.0
35.8,85.7,5.5,12.6,82.5,5.0,5.0
36.2,42.5,5.5,20.7,136.9,7.0,5.0
31.2,71.6,5.51,24.4,125.8,5.0,5.0
36.9,48.6,5.27,10.0,102.5,5.8,5.0
36.5,49.5,5.6,10.9,63.3,5.0,5.0
32.5,67.0,5.44,11.3,85.1,5.6,5.0
34.4,40.5,4.97,10.0,77.6,12.6,5.0
34.9,96.0,5.6,20.5,161.9,5.0,5.0
34.7,50.4,5.63,11.9,167.0,5.2,5.0
35.8,74.4,5.22,21.0,166.6,6.6,5.0
38.6,96.0,5.48,35.8,195.4,5.0,5.0
37.7,91.5,5.39,31.6,182.6,11.6,17.59
31.7,27.0,5.56,17.7,124.7,5.0,5.0
36.6,68.2,5.6,10.0,112.2,5.4,5.0
38.3,83.5,5.34,32.2,187.4,7.0,7.0
36.0,85.3,5.59,27.8,141.7,6.7,5.0
37.7,31.3,5.02,19.3,94.2,5.0,5.0
40.0,39.3,5.23,15.4,134.7,10.6,8.08
37.6,89.8,5.13,25.5,198.8,8.7,7.91
35.6,37.3,5.84,34.9,177.4,5.0,5.0
37.6,47.0,5.44,10.0,92.2,10.8,5.0
35.4,96.0,5.22,31.3,192.9,5.0,5.0
35.1,53.3,5.56,20.7,197.2,5.0,5.0
34.1,38.0,5.23,11.2,84.7,8.2,5.0
38.9,35.2,5.53,30.6,184.3,5.0,5.0
33.0,64.5,5.37,27.2,182.5,9.2,5.69
38.8,28.0,5.64,11.0,56.0,5.0,5.0
36.2,48.2,4.97,16.4,150.5,7.6,5.0
31.5,64.5,4.95,10.3,95.8,10.0,5.0
35.9,96.0,5.59,25.1,151.2,5.0,5.0
30.0,76.2,5.43,31.5,187.0,10.7,8.69
36.6,38.2,5.58,19.8,124.8,5.0,5.0
37.2,96.0,5.56,21.6,112.2,13.4,10.48
33.5,47.0,5.68,19.9,188.2,5.0,5.0
35.3,29.4,5.57,27.1,196.1,5.5,5.0
39.9,50.1,5.42,18.0,59.3,8.9,6.09
33.7,96.0,5.71,34.7,188.4,7.1,5.0
32.4,59.3,5.61,12.5,62.4,5.0,5.0
38.7,54.9,5.78,14.3,100.6,14.0,5.0
39.9,96.0,5.12,29.8,164.4,5.0,5.0
35.0,26.7,5.16,27.1,166.6,8.5,5.0
37.5,28.7,5.43,16.2,158.9,5.0,5.0
38.4,24.3,5.45,13.4,55.9,5.0,5.0
33.1,65.8,5.7,10.0,69.9,11.0,5.0
33.8,59.3,5.35,32.4,190.4,5.0,5.0
38.1,96.0,5.59,10.0,62.2,5.0,5.0
39.2,61.7,5.4,17.3,61.8,5.0,5.0
36.4,44.6,5.35,24.9,175.3,9.2,8.44
32.8,54.6,5.79,16.4,146.2,5.0,5.0
40.0,57.9,5.5,12.0,102.7,13.5,8.4
33.7,24.0,5.69,10.0,74.9,11.2,5.0
34.2,96.0,5.67,27.4,182.6,7.3,5.0
35.9,70.8,5.17,36.3,198.3,5.0,5.74
38.9,60.6,5.31,10.0,57.5,5.0,5.0
37.1,74.3,5.62,10.0,133.1,12.3,5.0
36.0,77.8,5.66,10.0,89.2,5.0,5.0
36.2,50.9,5.9,40.0,174.9,5.0,5.0
35.1,39.8,5.79,16.0,101.9,5.7,5.0
36.4,73.7,5.49,28.3,157.2,6.8,5.0
30.0,66.2,5.03,18.1,130.9,5.2,5.0
34.3,36.4,5.17,14.7,131.2,11.6,5.27
35.6,96.0,5.77,24.4,178.7,10.3,5.0
32.1,63.2,5.54,18.7,120.6,5.0,5.0
36.0,78.6,5.8,24.2,176.8,5.0,5.0
34.5,96.0,5.15,25.3,104.5,5.6,5.0
39.4,55.2,5.46,10.0,76.2,8.6,5.0
38.9,64.0,5.27,12.5,118.3,5.0,5.0
33.8,81.9,5.24,22.8,124.8,6.6,5.0
34.6,38.0,4.8,22.9,121.8,9.0,5.0
34.8,56.1,5.23,25.8,171.2,5.0,5.0
33.9,58.1,5.72,17.2,134.7,10.5,5.0
35.5,33.9,5.48,18.0,183.3,5.4,5.0
33.1,96.0,5.52,25.2,127.1,7.3,5.0
32.2,27.0,5.86,16.9,83.7,8.8,5.0
36.6,28.5,5.58,10.0,69.4,5.0,5.0
36.6,96.0,4.99,27.3,180.3,7.3,6.36
33.0,78.0,5.52,10.0,58.4,5.0,5.0
37.2,32.7,5.67,18.3,67.6,5.0,5.0
33.4,74.0,5.12,10.0,59.5,11.1,5.0
35.6,96.0,5.5,13.9,113.6,13.3,7.08
37.1,53.8,5.3,15.9,129.9,9.2,5.0
34.9,96.0,5.42,10.0,53.0,5.0,5.0
36.1,24.0,5.7,19.4,127.3,5.0,5.0
33.7,77.2,5.52,17.4,109.1,7.6,5.0
34.5,96.0,5.61,20.5,166.0,12.3,5.96
34.5,85.3,5.78,33.6,174.5,5.0,5.0
33.1,49.3,5.39,20.6,152.7,6.2,5.0
34.6,47.2,5.79,24.1,121.0,13.9,5.0
31.1,68.2,5.59,28.1,82.4,12.8,5.56
33.8,82.1,4.81,22.2,177.1,6.1,5.0
34.3,73.8,5.68,16.9,101.3,7.8,5.0
34.4,91.8,5.31,14.9,103.4,5.8,5.0
34.4,32.8,5.39,38.3,187.4,5.0,5.0
34.8,48.7,5.48,28.0,196.3,5.0,5.0
36.2,34.1,5.19,29.0,184.7,5.4,5.0
37.2,45.0,5.44,31.1,199.7,5.1,5.0
33.4,90.7,5.52,26.5,180.3,5.0,5.0
32.0,57.6,5.11,27.1,155.7,5.0,5.0
32.4,96.0,5.37,14.6,94.1,5.0,5.0
33.8,60.1,5.36,31.4,192.9,9.9,8.86
34.1,56.3,5.63,28.3,181.5,12.5,7.67
33.1,57.6,5.58,10.0,86.1,6.3,5.0
31.8,39.7,5.66,17.2,123.4,5.0,5.0
33.9,53.0,5.71,11.9,60.5,5.0,5.0
35.5,96.0,5.69,31.7,193.0,7.3,5.0
36.5,57.8,5.45,26.6,135.9,5.0,5.0
33.6,36.7,4.7,22.3,86.8,5.0,5.0
34.0,34.4,5.29,11.5,93.9,10.9,5.0
32.7,43.6,5.63,30.2,197.1,5.0,5.0
34.9,56.7,5.34,20.4,142.3,5.0,5.0
32.9,96.0,4.97,11.4,113.1,6.0,5.0
36.4,27.9,5.27,21.6,125.0,5.0,5.0
30.5,46.5,5.48,13.6,64.8,5.0,5.0
34.1,58.7,5.7,10.0,61.3,6.6,5.0
35.8,24.0,5.67,19.0,138.9,5.0,5.0
35.5,36.0,5.54,16.7,126.8,5.0,5.0
40.0,38.9,5.77,10.0,103.9,6.5,5.0
35.9,36.7,5.54,20.1,134.9,5.0,5.0
32.5,60.1,5.8,10.0,60.9,8.6,5.0
34.8,50.4,5.27,29.5,191.6,5.3,5.0
30.6,41.4,5.54,15.5,94.1,5.3,5.0
34.8,67.6,5.44,11.1,60.8,5.0,5.0
32.9,96.0,5.53,13.5,75.4,7.5,5.0
37.3,96.0,5.28,17.3,64.3,5.5,5.0
33.6,24.0,5.53,10.0,76.8,7.4,5.0
34.7,72.9,5.76,13.1,112.5,5.0,5.0
33.4,49.9,5.48,27.4,160.7,5.0,5.0
39.3,59.0,5.45,13.0,90.9,9.9,5.0
34.2,44.7,5.66,22.9,115.4,9.2,5.0
39.6,57.9,5.56,31.2,189.3,5.0,5.0
37.0,58.9,5.45,23.7,94.4,5.0,5.0
36.2,40.9,5.23,24.9,169.2,5.0,5.0
35.9,34.9,5.45,10.0,73.7,5.0,5.0
36.0,43.6,5.04,13.2,76.7,5.9,5.0
30.2,61.4,5.32,17.4,118.4,7.1,5.0
34.3,73.7,5.56,15.4,85.1,6.8,5.0
37.1,83.7,5.8,31.1,185.5,7.4,5.0
34.9,42.6,5.71,10.0,57.6,12.3,5.0
31.5,62.9,5.08,15.9,139.6,5.0,5.0
34.9,88.3,5.14,20.4,140.6,10.2,7.57
39.3,96.0,5.75,10.0,59.9,14.6,5.0
38.1,53.0,5.5,24.4,159.9,5.0,5.0
34.8,48.9,5.5,16.0,120.3,6.6,5.0
37.4,60.1,5.58,28.1,158.5,5.1,5.0
34.1,30.7,5.21,16.2,174.0,5.0,5.0
30.7,49.6,5.5,14.8,98.4,5.0,5.0
32.7,79.2,5.4,26.3,122.7,5.0,5.0
38.9,75.3,5.71,16.7,89.1,5.0,5.0
34.3,47.7,5.36,16.9,80.2,7.3,5.0
34.4,60.9,5.44,10.0,50.1,7.7,5.0
34.3,36.1,5.22,20.9,194.5,5.3,5.0
39.8,77.6,5.74,18.3,116.1,8.2,5.0
39.1,52.5,5.54,10.0,52.0,5.0,5.0
40.0,47.6,5.34,10.0,51.3,5.0,5.0
34.6,45.6,5.15,13.4,93.3,5.0,5.0
35.7,52.9,5.2,10.0,52.1,5.0,5.0
31.2,43.6,5.19,14.3,106.2,5.0,5.0
38.7,75.9,5.39,10.0,59.4,5.0,5.0
32.1,44.8,5.62,15.4,55.9,8.7,5.0
35.5,96.0,5.71,19.5,150.4,9.7,5.0
32.3,96.0,5.21,26.6,186.0,5.0,5.0
33.5,35.0,5.56,16.3,111.4,10.0,5.0
32.9,56.5,5.87,23.4,175.5,5.0,5.0
33.5,39.4,5.19,11.8,54.4,5.0,5.0
33.7,46.4,5.56,15.0,166.7,6.2,5.0
33.6,96.0,5.29,14.6,59.4,15.9,8.06
37.1,46.8,5.36,26.3,175.8,5.0,5.0
32.2,65.4,5.28,33.9,182.4,10.8,11.58
35.6,71.6,5.16,11.4,167.9,5.0,5.0
38.0,33.1,5.45,13.8,173.1,5.0,5.0
33.7,35.6,5.77,18.7,134.2,9.3,5.0
33.2,29.9,5.16,16.0,89.7,5.0,5.0
34.4,35.1,5.08,19.2,146.5,10.7,8.41
37.9,24.0,5.65,20.3,115.9,11.7,5.0
35.5,71.7,5.23,12.5,50.8,5.0,5.0
33.7,96.0,5.55,21.6,121.5,5.0,5.0
36.2,58.8,5.64,22.7,147.7,5.3,5.0
32.2,26.9,5.65,10.0,52.1,10.5,5.0
36.7,39.6,5.54,18.4,143.2,9.4,5.0
36.0,43.4,5.44,21.9,147.9,5.0,5.0
34.2,32.8,5.22,10.0,73.7,5.0,5.0
32.9,83.9,5.8,13.3,114.7,6.1,5.0
32.8,81.9,5.16,31.8,194.6,5.0,5.0
36.3,30.6,5.49,25.1,182.6,5.0,5.0
38.1,78.5,5.37,13.1,111.6,10.9,6.58
33.4,96.0,5.03,17.6,102.5,5.0,5.0
36.1,96.0,5.64,12.2,68.6,5.7,5.0
30.0,96.0,5.78,10.0,55.3,5.0,5.0
33.5,34.8,5.75,13.4,94.6,12.2,5.0
34.9,96.0,5.45,30.7,191.0,5.0,5.0
32.7,45.7,5.52,33.9,193.8,5.2,5.0
32.7,40.6,5.18,26.8,171.9,5.2,5.0
33.3,64.3,5.63,10.0,102.6,5.0,5.0
35.7,40.8,5.32,10.0,71.5,6.7,5.0
34.5,66.7,5.54,18.9,139.3,11.4,6.7
30.0,28.2,5.63,16.8,147.0,16.2,5.0
30.0,48.5,5.64,19.5,113.7,5.0,5.0
33.5,96.0,5.57,25.9,153.7,5.0,5.0
36.1,53.1,5.21,27.9,162.0,5.0,5.0
30.0,58.6,5.17,20.2,167.5,5.0,5.0
33.8,69.2,5.75,19.6,125.3,6.1,5.0
33.7,96.0,5.18,25.3,168.7,6.2,5.0
38.5,24.0,5.6,10.0,53.8,5.0,5.0
34.0,73.1,5.26,23.5,152.1,5.0,5.0
36.0,47.7,5.48,12.7,85.3,5.0,5.0
35.4,59.3,5.7,12.9,90.6,7.1,5.0
30.0,92.8,5.79,15.1,63.7,5.0,5.0
36.9,30.1,5.71,10.0,78.9,16.2,5.0
35.5,32.9,5.47,29.0,198.8,12.2,10.15
36.3,24.0,5.59,22.3,112.3,5.0,5.0
40.0,41.5,5.6,24.3,189.2,5.0,5.0
30.0,96.0,5.87,10.0,74.4,8.5,5.0
39.3,51.4,5.34,15.8,80.6,5.0,5.0
34.3,27.9,5.5,12.9,133.7,5.0,5.0
35.7,42.8,5.68,18.7,102.4,8.3,5.0
34.9,25.9,5.56,19.5,146.6,5.4,5.0
33.9,31.1,5.34,19.0,113.3,5.9,5.0
33.6,66.3,5.47,19.7,171.7,5.0,5.0
35.8,30.4,5.18,23.1,114.7,19.9,18.04
31.2,95.2,5.57,14.3,135.9,14.5,5.0
36.9,52.7,5.42,18.3,98.2,5.0,5.0
34.0,57.0,5.01,17.5,155.6,5.0,5.0
32.2,47.5,5.66,31.3,148.2,5.0,5.0
33.9,80.4,5.1,16.1,109.6,6.3,5.0
38.1,80.8,5.21,23.5,91.4,7.6,6.31
33.7,64.6,5.76,17.2,142.1,11.0,5.0
35.9,72.4,5.53,26.5,191.5,19.7,19.78
33.2,49.1,5.65,16.5,69.9,11.9,5.0
36.9,71.6,5.66,18.3,169.9,5.0,5.0
36.7,46.1,5.77,16.2,131.4,12.5,5.0
39.6,54.7,5.46,21.8,128.8,5.0,5.0
34.6,47.6,5.53,24.0,194.3,6.8,5.0
36.7,43.4,5.48,23.7,140.9,5.0,5.0
35.2,38.7,5.78,27.0,174.6,5.0,5.0
38.2,69.0,5.42,11.5,127.2,5.0,5.0
33.2,96.0,5.53,18.0,87.5,5.4,5.0
36.9,96.0,5.63,16.8,154.2,7.9,5.0
34.5,29.1,5.48,32.1,188.5,5.1,5.0
34.8,96.0,5.29,27.1,176.2,10.0,10.04
35.2,46.6,5.38,10.0,79.8,6.2,5.0
35.6,73.7,5.54,10.0,97.5,9.4,5.0
34.7,34.7,5.55,20.8,127.5,5.0,5.0
35.5,58.6,5.66,16.0,135.7,5.0,5.0
38.9,63.9,5.22,17.9,79.1,5.0,5.0
37.5,26.0,5.52,18.9,84.5,5.0,5.0
37.2,74.0,5.74,32.8,163.8,5.3,5.0
33.9,96.0,5.66,25.3,159.5,10.6,5.0
32.8,50.0,4.95,24.4,175.9,7.4,5.0
37.4,96.0,5.53,27.0,189.9,5.3,5.0
37.2,49.7,5.23,12.6,96.2,5.0,5.0
38.7,83.5,5.31,28.1,178.9,5.0,5.0
33.5,24.0,5.26,24.7,149.9,5.0,5.0
34.4,96.0,5.43,35.2,193.7,15.7,22.7
30.9,96.0,5.86,13.7,90.8,5.0,5.0
34.0,47.4,5.47,10.0,90.5,5.0,5.0
37.5,24.0,5.43,21.3,155.6,5.0,5.0
33.8,63.1,5.04,36.2,189.3,5.0,5.0
36.6,26.5,5.33,18.3,173.7,5.0,5.0
34.5,68.2,5.72,27.6,159.1,5.0,5.0
35.8,67.1,5.16,14.3,108.1,11.6,8.52
32.1,34.1,5.33,19.2,157.7,5.0,5.0
35.2,95.6,5.09,27.5,170.2,5.0,5.0
30.0,81.7,5.19,32.3,163.0,5.0,5.0
34.5,88.9,5.4,24.4,151.5,5.0,5.0
30.9,54.8,5.37,10.0,57.1,5.0,5.0
38.0,26.9,5.79,15.9,149.0,10.0,5.0
36.9,89.0,4.94,17.8,121.7,5.0,5.0
36.2,47.7,5.71,22.5,194.2,6.8,5.0
38.8,27.3,5.13,19.6,141.1,5.3,5.0
32.6,96.0,5.69,20.9,141.2,8.1,5.0
39.4,96.0,5.46,18.1,199.1,5.0,5.0
37.3,53.5,5.36,16.5,64.0,9.3,5.39
34.4,96.0,5.24,10.0,91.4,5.0,5.0
37.8,57.1,5.82,21.3,148.4,5.0,5.0
32.2,45.1,5.62,17.3,97.3,5.6,5.0
32.9,39.8,5.53,21.8,101.9,8.2,5.0
33.5,96.0,5.63,23.6,183.9,5.0,5.0
33.7,37.0,4.83,10.0,136.9,7.1,5.0
32.4,78.9,5.82,15.2,65.4,5.0,5.0
38.1,41.3,5.82,10.0,96.6,5.0,5.0
34.4,43.4,5.39,11.0,61.4,5.0,5.0
35.9,91.4,5.21,22.1,133.4,5.7,5.0
33.6,45.1,5.11,10.0,76.0,9.0,5.0
30.4,44.6,5.86,18.7,178.6,5.0,5.0
35.7,96.0,5.12,18.2,136.6,7.5,5.0
30.2,96.0,5.5,10.0,58.9,5.0,5.0
34.8,75.4,5.01,10.0,95.1,7.3,5.0
31.6,39.4,5.79,22.0,142.5,7.5,5.0
40.0,42.3,4.97,14.6,100.3,8.4,5.38
37.3,56.8,5.7,20.6,127.0,5.9,5.0
35.3,64.1,5.2,30.2,186.4,8.3,8.96
38.2,33.3,5.5,10.0,102.5,5.0,5.0
32.9,78.4,5.44,10.0,100.4,10.3,5.0
36.4,57.0,5.26,29.8,173.0,5.4,5.0
35.5,24.0,5.58,22.3,97.8,11.8,5.3
35.7,34.3,5.45,10.0,61.7,5.0,5.0
38.2,42.4,5.29,12.9,77.1,5.0,5.0
36.8,52.6,5.49,32.9,192.3,5.0,5.0
35.7,96.0,5.07,29.7,190.0,5.8,5.0
30.9,61.5,5.26,11.3,83.7,6.6,5.0
32.6,35.9,5.54,16.8,133.0,5.0,5.0
